Nombre,Tipo Fitness,Categoría Google,País,Ciudad,Zona Premium,Dirección,Teléfono,Sitio Web,Email,Rating,Nº Reseñas,Tamaño Estimado,Prioridad,Score Nexora (0-10),Tiene Web,Tiene Teléfono,Campaña,Mes Scraping,Google Maps URL
PILATES GENESIS,Pilates,Centro de pilates,Colombia,Bogotá,Chapinero,"Cra. 42 #22a-23, Bogotá, Cundinamarca",+57 318 2422665,https://pilatesgenesis.com/,,5,43,Pequeño-mediano,MEDIA,9.5,Sí,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=PILATES%20GENESIS&query_place_id=ChIJBYygqdubP44RXMgmhP1qDSU
Angel Studio Pilates,Pilates,Centro de pilates,Colombia,Bogotá,Chapinero,"CENTRO COMERCIAL EL RETIRO, Cl. 82, Bogotá, Bogotá",+57 313 4263617,https://angelstudio.com.co/,,5,41,Pequeño-mediano,MEDIA,9.5,Sí,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=Angel%20Studio%20Pilates&query_place_id=ChIJeQdeJyObP44R3CmHEYZw8j0
Laboratorio de Pilates – San Germán,Pilates,Centro de pilates,Colombia,Medellín,Laureles,"Edificio Ónix, Cl 64 #76a - 29 Local 17, Medellín, Robledo, Medellín, Antioquia",+57 333 2868271,https://laboratoriodepilates.com/,,5,40,Pequeño-mediano,MEDIA,9.5,Sí,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=Laboratorio%20de%20Pilates%20%E2%80%93%20San%20Germ%C3%A1n&query_place_id=ChIJmUEREFEpRI4R6dDK_waFkIw
Perpetuum Mobile Pilates,Pilates,Centro de pilates,Colombia,Medellín,Laureles,"Cq. 6 #39-14 Local 9, Medellín, Laureles, Medellín, Antioquia",+57 322 8858595,http://www.perpetuummobilepilates.com/,,5,38,Pequeño-mediano,MEDIA,9.5,Sí,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=Perpetuum%20Mobile%20Pilates&query_place_id=ChIJORIcoTIpRI4RJGzMBtjSmVM
FreeMove training,Gimnasio,Gimnasio,Colombia,Medellín,Laureles,"Cl. 32F #74 E 34, Medellín, Belén, Medellín, Antioquia",+57 302 1266188,https://www.freemovetraining.com/,,5,38,Pequeño-mediano,MEDIA,9.5,Sí,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=FreeMove%20training&query_place_id=ChIJ6S2Ta-EpRI4RbWIzuJySaLc
Unique Pilates Terracina,Pilates,Centro de pilates,Colombia,Envigado,Envigado,"Cra. 27 #35 sur 162 Local 218, Envigado, Antioquia",+57 305 3035925,http://www.uniquepilates.co/,,5,38,Pequeño-mediano,MEDIA,9.5,Sí,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=Unique%20Pilates%20Terracina&query_place_id=ChIJCxdPJwODRo4R0heh0XsfUVw
BED FIT Entrenamiento,Gimnasio,Gimnasio,Argentina,Córdoba,Nueva Córdoba,"Independencia 918, Córdoba, Córdoba",+54 351 204-7753,https://www.instagram.com/bedfitentrenamiento?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==,,5,38,Pequeño-mediano,MEDIA,9.5,Sí,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=BED%20FIT%20Entrenamiento&query_place_id=ChIJQ2JLOACjMpQRniQVbsY_i50
Pardo’s Poolbikes,Gimnasio,Gimnasio,Colombia,Medellín,Laureles,"Cra. 64c #48-151, Medellín, Laureles, Medellín, Antioquia",+57 312 8895646,https://pardospoolbikes.com/,,5,35,Pequeño-mediano,MEDIA,9.5,Sí,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=Pardo%E2%80%99s%20Poolbikes&query_place_id=ChIJzX2dkjcpRI4RYMWpflJvp2g
Fisiocentro ZIA | Clínica de fisioterapia en Tecamachalco,Otro,Clínica de fisioterapia,México,Ciudad de México,Polanco,"Fuente de Tritones 14, Mexico, Estado de México",+52 55 7871 3344,http://www.ziafisiocentro.com/,,5,35,Pequeño-mediano,MEDIA,9.5,Sí,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=Fisiocentro%20ZIA%20%7C%20Cl%C3%ADnica%20de%20fisioterapia%20en%20Tecamachalco&query_place_id=ChIJvzkm0e8D0oUR22BBQ34RU4Y
Circulo Pilates Studio,Pilates,Centro de pilates,Colombia,Medellín,Laureles,"Tv 33B #39A 22, Medellín, Laureles, Medellín, Antioquia",+57 311 6016462,https://circulopilates.co/,,5,34,Pequeño-mediano,MEDIA,9.5,Sí,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=Circulo%20Pilates%20Studio&query_place_id=ChIJC6gkZ2UpRI4RTBrQoQDIRh8
Vertical Club,Gimnasio,Gimnasio,Colombia,Bogotá,Chapinero,"Cl. 27 #4a-38, Bogotá, Bogotá",+57 317 1543298,https://verticalclub.co/app,,5,34,Pequeño-mediano,MEDIA,9.5,Sí,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=Vertical%20Club&query_place_id=ChIJd8DDAgCZP44RP-y9m-MLBBg
Maitri BA - Yoga Shala,Yoga,Centro de yoga,Argentina,Buenos Aires,Palermo,"Uriarte 1644, Cdad. Autónoma de Buenos Aires, Cdad. Autónoma de Buenos Aires",+54 11 6563-3331,https://www.maitri.com.ar/,,5,33,Pequeño-mediano,MEDIA,9.5,Sí,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=Maitri%20BA%20-%20Yoga%20Shala&query_place_id=ChIJxdP0a6W1vJURbI5yLTRp3qw
Freddie's Fit Club,Otro,Entrenador personal,Argentina,Buenos Aires,Palermo,"Godoy Cruz 2270, Cdad. Autónoma de Buenos Aires, Cdad. Autónoma de Buenos Aires",+54 9 11 2856-3403,http://www.freddiesfitclub.com/,,5,32,Pequeño-mediano,MEDIA,9.5,Sí,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=Freddie's%20Fit%20Club&query_place_id=ChIJc4qLobvLvJURaZ8HXsmPNiY
VitalFed Pilates,Pilates,Centro de pilates,Colombia,Medellín,El Poblado,"Edificio Xerox, CR 43 A, Cl. 15 Sur #15 Local 101, Medellín, El Poblado, Medellín, Antioquia",+57 301 3975563,https://www.instagram.com/vital.fed.pilatesstudio?igsh=ZDFlM3RlZDl3a3Y5&utm_source=qr,,5,30,Pequeño-mediano,MEDIA,9.5,Sí,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=VitalFed%20Pilates&query_place_id=ChIJz8rQssYpRI4RbmZP7CoiOn4
Henko Wellness Club,Otro,Centro de salud y bienestar,México,Ciudad de México,Polanco,"Galileo 8, Miguel Hidalgo, Ciudad de México, Cd. de México",+52 55 3566 3796,https://www.henkowellnessclub.com/,,5,29,Pequeño-mediano,MEDIA,9.5,Sí,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=Henko%20Wellness%20Club&query_place_id=ChIJeTxqJ0wB0oURmuT2UKUp7UQ
d´Living Estudio de baile - Escuela de baile - Salón de baile - Clases de baile - Entrenamiento Funcional - Fitness - Pilates,Baile / Danza,Academia de baile,Colombia,Bogotá,Chapinero,"Torre de Las Américas, Cl. 25, Bogotá, Cundinamarca",+57 314 3914757,https://sites.google.com/view/dliving/,,5,27,Pequeño-mediano,MEDIA,9.5,Sí,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=d%C2%B4Living%20Estudio%20de%20baile%20-%20Escuela%20de%20baile%20-%20Sal%C3%B3n%20de%20baile%20-%20Clases%20de%20baile%20-%20Entrenamiento%20Funcional%20-%20Fitness%20-%20Pilates&query_place_id=ChIJpxWt6jyZP44Rz2rUp66ReSQ
ENERGY GYM,Gimnasio,Gimnasio,Argentina,Córdoba,Nueva Córdoba,"Chile 222, Córdoba, Córdoba",+54 351 532-7860,https://www.instagram.com/energy_gym.cba/,,5,27,Pequeño-mediano,MEDIA,9.5,Sí,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=ENERGY%20GYM&query_place_id=ChIJ0RfJUwCjMpQRLoRuGScjcHU
Longeva Pilates Clásico,Pilates,Centro de pilates,México,Ciudad de México,Polanco,"Monte Athos 430, Miguel Hidalgo, Ciudad de México, Cd. de México",+52 56 3751 7502,https://longeva.website/,,5,26,Pequeño-mediano,MEDIA,9.5,Sí,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=Longeva%20Pilates%20Cl%C3%A1sico&query_place_id=ChIJNX_6ex4B0oURDZMvsDARQ_0
Academia CognoSeguridad Medellín,Otro,Servicio de seguridad,Colombia,Medellín,Laureles,"Junto al Parque del Periodista, Cl. 53 #43-7 Piso 2, Medellín, La Candelaria, Medellín, Antioquia",+57 317 2800187,https://www.facebook.com/profesionalesseguridadprivada/,,5,25,Pequeño-mediano,MEDIA,9.5,Sí,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=Academia%20CognoSeguridad%20Medell%C3%ADn&query_place_id=ChIJs8yLh5gpRI4RMEfsSJG-5vc
Namaste Yoga Flow,Yoga,Centro de yoga,Argentina,Buenos Aires,Palermo,"Cnel. Niceto Vega 5954, Cdad. Autónoma de Buenos Aires, Cdad. Autónoma de Buenos Aires",+54 11 7059-8976,https://www.instagram.com/namasteyoga.flow?igsh=dzRlYW1rYm91eHBt&utm_source=qr,,5,25,Pequeño-mediano,MEDIA,9.5,Sí,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=Namaste%20Yoga%20Flow&query_place_id=ChIJwZQoa7m1vJURK5_lzuOayC4
ATHLEX Training Studio,Gimnasio,Gimnasio,México,Ciudad de México,Polanco,"Fuente de Trevi 117, Ciudad de México, Estado de México",+52 55 5205 8820,https://athlex.mx/,,5,25,Pequeño-mediano,MEDIA,9.5,Sí,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=ATHLEX%20Training%20Studio&query_place_id=ChIJ60inCBoB0oURBBzUwpu1jCs
Yesith Pacheco Personal Training virtual y domicilio,Otro,Entrenador personal,Colombia,Bogotá,Chapinero,"Cra. 24 #38-16, Bogotá, Bogotá",+57 315 9284087,https://www.instagram.com/yesithpacheco?igsh=cGU4ZXFyYnQ2dW54&utm_source=qr,,5,24,Pequeño-mediano,MEDIA,9.5,Sí,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=Yesith%20Pacheco%20Personal%20Training%20virtual%20y%20domicilio&query_place_id=ChIJLZzFY2ebP44RteO08LUPjAA
Studio Sinergia,Otro,Tienda de belleza y salud,Argentina,Buenos Aires,Palermo,"El Salvador 5600, Cdad. Autónoma de Buenos Aires, Cdad. Autónoma de Buenos Aires",+54 9 11 3812-4444,https://www.instagram.com/sinergia_ba/,,5,24,Pequeño-mediano,MEDIA,9.5,Sí,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=Studio%20Sinergia&query_place_id=ChIJH6aa4Eu1vJURnAsg6tx6TiA
CAF Elite,Gimnasio,Gimnasio,Colombia,Medellín,Laureles,"Cl. 9 #84a-10, Medellín, Belén, Medellín, Antioquia",+57 312 3619901,https://www.instagram.com/caf.elite/,,5,23,Pequeño-mediano,MEDIA,9.5,Sí,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=CAF%20Elite&query_place_id=ChIJpY0xSpQpRI4R05FPNzg60cI
Nexos Fitness Club,Gimnasio,Gimnasio,Colombia,Envigado,Envigado,"Sótano de Torre Cibeles, Cl. 39b Sur #25-77, Envigado, Antioquia",+57 314 8898778,http://nexosfit.com/,,5,22,Pequeño-mediano,MEDIA,9.5,Sí,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=Nexos%20Fitness%20Club&query_place_id=ChIJF--xUp6DRo4RIWoPhhGSpgo
Infinity fitness crossfit,Gimnasio,Centro deportivo,Colombia,Bogotá,Chapinero,"Ak 7 #55-15, Bogotá, Bogotá",+57 320 7690515,https://www.instagram.com/infinityfitness__crossfit?igsh=MXhieDc5YWEwcDZqZA%3D%3D&utm_source=qr,,5,22,Pequeño-mediano,MEDIA,9.5,Sí,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=Infinity%20fitness%20crossfit&query_place_id=ChIJ8WNyP86bP44RCdJIFbHAX2o
Casa MarIndó,Otro,Centro de salud y bienestar,Colombia,Medellín,Laureles,"Cl. 58 #39a-48, Medellín, La Candelaria, Medellín, Antioquia",+57 319 5318922,http://www.dondefluir.com/,,5,21,Pequeño-mediano,MEDIA,9.5,Sí,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=Casa%20MarInd%C3%B3&query_place_id=ChIJKee1S_cpRI4RAHdcwLGiFmk
Be Pulse - Yoga,Yoga,Centro de yoga,Argentina,Buenos Aires,Palermo,"Fitz Roy 1459 departamento 504, Cdad. Autónoma de Buenos Aires, Cdad. Autónoma de Buenos Aires",+54 11 7230-0615,https://www.instagram.com/bepulse.yoga/,,5,21,Pequeño-mediano,MEDIA,9.5,Sí,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=Be%20Pulse%20-%20Yoga&query_place_id=ChIJRQOtqiu1vJUR6U_d1Pbnyjo
Yoga Energía Lunar - Prenatal - Principiantes,Yoga,Centro de yoga,Argentina,Córdoba,Nueva Córdoba,"Lopez Valtodano 1329, Córdoba, Córdoba",+54 351 560-2384,,,5,9,Pequeño,ALTA,9.5,No,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=Yoga%20Energ%C3%ADa%20Lunar%20-%20Prenatal%20-%20Principiantes&query_place_id=ChIJxRk4aYWjMpQRrBfIlb1Jocc
Consultorios Essere,Yoga,Centro de yoga,Argentina,Córdoba,Nueva Córdoba,"Dr. T. Achaval Rodriguez 186, Córdoba, Córdoba",+54 351 633-0707,,,5,9,Pequeño,ALTA,9.5,No,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=Consultorios%20Essere&query_place_id=ChIJO9M68YaiMpQRplNbS460bFY
Progressive Train | Gimnasio en San Germán,Gimnasio,Gimnasio,Colombia,Medellín,Laureles,"Cra 77 #60 - 8, Medellín, Robledo, Medellín, Antioquia",+57 318 5417087,,,5,8,Pequeño,ALTA,9.5,No,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=Progressive%20Train%20%7C%20Gimnasio%20en%20San%20Germ%C3%A1n&query_place_id=ChIJjaBcFQ4pRI4R1ZgnNxIH6NA
The restored man,Gimnasio,Masajista deportivo,Colombia,Envigado,Envigado,"Cra. 29a #36 D, Envigado, Antioquia",+57 301 6258157,,,5,8,Pequeño,ALTA,9.5,No,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=The%20restored%20man&query_place_id=ChIJA2GhC8yDRo4R8AUIh6Xecdc
RENOVA CENTRO DE MOVIMIENTO INTEGRAL,Otro,Centro de salud y bienestar,Colombia,Envigado,Envigado,"Cra. 40 #36 SUR 35, Envigado, Antioquia",+57 311 6789596,,,5,7,Pequeño,ALTA,9.5,No,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=RENOVA%20CENTRO%20DE%20MOVIMIENTO%20INTEGRAL&query_place_id=ChIJo6obCN-DRo4RRl-zU9pIeGo
GIMNASIO AGUDELO TEAM,Gimnasio,Gimnasio,Colombia,Envigado,Envigado,"Tv. 34b Sur #32 51, Envigado, Antioquia",+57 301 3295075,,,5,6,Pequeño,ALTA,9.5,No,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=GIMNASIO%20AGUDELO%20TEAM&query_place_id=ChIJkZKfv-uDRo4RRJxMDTn2FUU
Fisiokinetic Centro de Alto Rendimiento y Fisioterapia,Otro,Clínica de fisioterapia,Colombia,Envigado,Envigado,"Tv. 34b Sur #31E 63, Envigado, Antioquia",+57 311 3891232,,,5,6,Pequeño,ALTA,9.5,No,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=Fisiokinetic%20Centro%20de%20Alto%20Rendimiento%20y%20Fisioterapia&query_place_id=ChIJr-ilefqDRo4RXm8WlINDJfQ
G-SO Trainers I Entrenamiento en línea,Otro,Entrenador personal,Colombia,Medellín,El Poblado,"Cl. 9 #65, Medellín, El Poblado, Medellín, Antioquia",+57 304 3669253,,,5,5,Pequeño,ALTA,9.5,No,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=G-SO%20Trainers%20I%20Entrenamiento%20en%20l%C3%ADnea&query_place_id=ChIJi4l2ytwpRI4RytzqMbYwCR0
Las barras donde Ico envigado. Urban Gym. Interacción comunitaria.,Gimnasio,Gimnasio,Colombia,Envigado,Envigado,"Envigado, Antioquia",+57 320 6821338,,,5,5,Pequeño,ALTA,9.5,No,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=Las%20barras%20donde%20Ico%20envigado.%20Urban%20Gym.%20Interacci%C3%B3n%20comunitaria.&query_place_id=ChIJP7Hu-uSDRo4RNhAsOlRmX9g
GYM7TRAINER,Gimnasio,Gimnasio,Colombia,Bogotá,Chapinero,"Cl. 35 #21-35, Bogotá, Bogotá",+57 320 3560447,,,5,4,Pequeño,ALTA,9.5,No,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=GYM7TRAINER&query_place_id=ChIJQyI61LuZP44RFkJTWgYg1gU
La Legión Fitness,Gimnasio,Gimnasio,Colombia,Envigado,Envigado,"055422, Envigado, Antioquia",+57 317 4789786,,,5,3,Pequeño,ALTA,9.5,No,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=La%20Legi%C3%B3n%20Fitness&query_place_id=ChIJ22tbu62DRo4RDpX9PxrBy0Y
"Oun Studio Pilates, Barre, Stretching & Hipopresivos",Pilates,Centro de pilates,Colombia,Envigado,Envigado,"Loma del Escobero, Cl. 36d Sur #27 A 105 LC 217, Envigado, Antioquia",+57 311 7731604,,,5,3,Pequeño,ALTA,9.5,No,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=Oun%20Studio%20Pilates%2C%20Barre%2C%20Stretching%20%26%20Hipopresivos&query_place_id=ChIJ61YxTwCDRo4RPBXrWtyof80
IOC Yoga,Yoga,Centro de yoga,México,Ciudad de México,Polanco,"Av. Fuente de Los Leones 8, Naucalpan de Juárez, Estado de México",+52 56 4887 1223,,,5,3,Pequeño,ALTA,9.5,No,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=IOC%20Yoga&query_place_id=ChIJlWSZex0D0oURLWEhz05hsH4
QIVOX – sᴍᴀʀᴛ ɢʏᴍ [Ambrosio],Gimnasio,Gimnasio,Argentina,Córdoba,Nueva Córdoba,"Av. Ambrosio Olmos 1090, Córdoba, Córdoba",+54 351 520-0401,https://qivox.com.ar/,,4.6,568,Grande (cadena),MEDIA,9.4,Sí,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=QIVOX%20%E2%80%93%20s%E1%B4%8D%E1%B4%80%CA%80%E1%B4%9B%20%C9%A2%CA%8F%E1%B4%8D%20%5BAmbrosio%5D&query_place_id=ChIJA68Uf-mjMpQRViYTWiHwEy0
Comfama Edificio Central,Otro,Centro comunitario,Colombia,Medellín,Laureles,"Cra 45 El Palo #49A-16, Medellín, La Candelaria, Medellín, Antioquia",+57 604 3607080,https://www.comfama.com/?utm_source=fichagoogle&utm_medium=organic&utm_campaign=proyecto-sedes-seolocalgoogle-VA019,,4.6,480,Grande (cadena),MEDIA,9.4,Sí,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=Comfama%20Edificio%20Central&query_place_id=ChIJfzUhuVcoRI4R03PjrQtUdjk
Akzara Spa - WELLNESS CENTER,Gimnasio,Spa y gimnasio,Colombia,Medellín,El Poblado,"Carrera 36 # 1 sur - 75 sector Milla de Oro Frente al edificio Bliss a dos cuadras del hotel Poblado, Medellín, El Poblado, Medellín, Antioquia",+57 300 3208295,http://www.akzaraspa.com/,,4.6,376,Grande (cadena),MEDIA,9.4,Sí,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=Akzara%20Spa%20-%20WELLNESS%20CENTER&query_place_id=ChIJX_itKGuDRo4R-I4Ji0cPcz4
Cajal Tradicional - Ingreso a Medicina y apoyo Universitario en Córdoba,Otro,Institución educativa,Argentina,Córdoba,Nueva Córdoba,"Buenos Aires 1057, Córdoba, Córdoba",+54 351 460-8419,http://www.cajaltradicional.com.ar/,,4.6,351,Grande (cadena),MEDIA,9.4,Sí,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=Cajal%20Tradicional%20-%20Ingreso%20a%20Medicina%20y%20apoyo%20Universitario%20en%20C%C3%B3rdoba&query_place_id=ChIJw3QovY6iMpQRDgsop3UCD74
Aqua Nueva Córdoba,Gimnasio,Gimnasio,Argentina,Córdoba,Nueva Córdoba,"Paraná 479, Córdoba, Córdoba",+54 351 712-1222,https://www.instagram.com/aquanuevacordoba/,,4.6,189,Mediano,MEDIA,9.4,Sí,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=Aqua%20Nueva%20C%C3%B3rdoba&query_place_id=ChIJlQz-7ZCiMpQR92Uj44Tyy64
UnderCover CrossFit & HYROX affiliate Polanco,Gimnasio,Gimnasio,México,Ciudad de México,Polanco,"Blvd. Miguel de Cervantes Saavedra 47, Miguel Hidalgo, Ciudad de México, Cd. de México",+52 55 7887 0738,http://www.undercover.fit/,,4.6,184,Mediano,MEDIA,9.4,Sí,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=UnderCover%20CrossFit%20%26%20HYROX%20affiliate%20Polanco&query_place_id=ChIJeYl7OQYC0oURkCioTRQSuyw
Animal X Robledo,Gimnasio,Gimnasio,Colombia,Medellín,Laureles,"Cl. 73 #72AB - 85 Bodega 11, Medellín, Robledo, Medellín, Antioquia",+57 323 4724790,https://instagram.com/animalxrobledo/,,4.6,169,Mediano,MEDIA,9.4,Sí,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=Animal%20X%20Robledo&query_place_id=ChIJ34Ji6SMpRI4RigxrZtT5Krc
9Round Polanco,Gimnasio,Gimnasio,México,Ciudad de México,Polanco,"Av. Homero 1730, Miguel Hidalgo, Ciudad de México, Cd. de México",+52 55 5035 0808,https://www.9round.mx/locations/cdmx/chapultepec-polanco/Polanco,,4.6,143,Mediano,MEDIA,9.4,Sí,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=9Round%20Polanco&query_place_id=ChIJZQCv3hgC0oURN7RwKmlhQpY
Síclo Virreyes,Gimnasio,Gimnasio,México,Ciudad de México,Polanco,"Pedregal 24, Miguel Hidalgo, Ciudad de México, Cd. de México",+52 55 9314 4591,https://siclo.com/,,4.6,126,Mediano,MEDIA,9.4,Sí,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=S%C3%ADclo%20Virreyes&query_place_id=ChIJD-YbJvcB0oURn9d01nyVn_I
PowerClub Laureles,Gimnasio,Gimnasio,Colombia,Medellín,Laureles,"Transversal 39B, Av. Nutibara #70 159, Medellín, Laureles, Medellín, Antioquia",+57 300 7807124,https://powerclub.com.co/responsive_slider/laureles/,,4.6,118,Mediano,MEDIA,9.4,Sí,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=PowerClub%20Laureles&query_place_id=ChIJy49BbtopRI4RsKPQ8f2p63Q
The Fit Pilates Homero - Polanco,Pilates,Centro de pilates,México,Ciudad de México,Polanco,"Av Homero 1730 Local A Esquina, Luis Vives, Miguel Hidalgo, Ciudad de México, CDMX",+52 55 1553 4338,http://fitpilates.mx/,,4.6,91,Mediano,MEDIA,9.4,Sí,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=The%20Fit%20Pilates%20Homero%20-%20Polanco&query_place_id=ChIJWa-D2xgC0oURi11Ik42CgWc
Energym Xtreme,Gimnasio,Gimnasio,Colombia,Medellín,Laureles,"Cl. 64 # 94b-03, Medellín, Robledo, Medellín, Antioquia",+57 301 6837855,https://l.instagram.com/?u=http%3A%2F%2Fenergymxtreme.quira-software.com%2Fclientes%2Fpages%2F&e=AT0lP_BoXRPLPGXGiP-ULATVM7LGnLX0G0Ny6_NBZ6baYLnv4_Mg8dwa_crCCchvLrtlol5A3zW0MA-eN1bycTlkV5E2JmAe0rAXFHRBl1hoCiHChgYgKmw,,4.6,83,Mediano,MEDIA,9.4,Sí,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=Energym%20Xtreme&query_place_id=ChIJHaU8CEopRI4RRu-GpRo5Fd0
Pilates Palermo Ambika,Pilates,Centro de pilates,Argentina,Buenos Aires,Palermo,"José A. Cabrera 5950 1A, Cdad. Autónoma de Buenos Aires, Cdad. Autónoma de Buenos Aires",+54 11 2781-1105,https://ambikapilates.com/reservas,,4.6,81,Mediano,MEDIA,9.4,Sí,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=Pilates%20Palermo%20Ambika&query_place_id=ChIJC7ZNFK-1vJURkzwbW81IRWY
Animal X Poblado,Gimnasio,Gimnasio,Colombia,Medellín,El Poblado,"Cra. 48 #10-45 LOCAL 424, Medellín, El Poblado, Medellín, Antioquia",+57 313 7013715,https://animalx.com.co/,,4.6,58,Mediano,MEDIA,9.4,Sí,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=Animal%20X%20Poblado&query_place_id=ChIJq2wZV1ApRI4RfztCHAXOkio
Orangetheory Fitness Lomas,Gimnasio,Gimnasio,México,Ciudad de México,Polanco,"Av. Paseo de las Palmas 781, Miguel Hidalgo, Ciudad de México, Cd. de México",+52 55 2155 1527,https://orangetheoryfitnessmexico.com/es-mx/,,4.6,58,Mediano,MEDIA,9.4,Sí,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=Orangetheory%20Fitness%20Lomas&query_place_id=ChIJVVWVpyAC0oURUJWufwKKzeA
Enner Training,Gimnasio,Gimnasio,Argentina,Córdoba,Nueva Córdoba,"Santiago Derqui 18, X5000GXB, Córdoba",+54 351 378-1579,https://enner.com.ar/,,4.6,53,Mediano,MEDIA,9.4,Sí,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=Enner%20Training&query_place_id=ChIJmT-tLG2jMpQRwU6WLuHLt84
ANIMAL X OVIEDO,Gimnasio,Gimnasio,Colombia,Medellín,El Poblado,"Centro Comercial Oviedo, Cra. 43A #6 Sur 15 Local 1174, Medellín, El Poblado, Medellín, Antioquia",+57 315 8766332,https://animalx.com.co/los-templos/,,4.9,49,Pequeño-mediano,MEDIA,9.4,Sí,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=ANIMAL%20X%20OVIEDO&query_place_id=ChIJ_wQoH7KDRo4RMqG4z4jqTwA
